"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017253"
"1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019956"
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019787"
"1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003955"
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012238"
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008825"
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018013"
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020245"
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007053"
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009233"
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004884"
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015022"
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020726"
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009724"
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009573"
"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020823"
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010504"
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018995"
"1322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022802"
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008838"
"1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008880"
"1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012420"
"1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012732"
"1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019413"
"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010473"
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020214"
"1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000460"
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015529"
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004888"
"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003794"
"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001377"
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00219451"
"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000413"
"1337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011315"
"1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004706"
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019407"
"1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016905"
"1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022265"
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006546"
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007419"
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003123"
"1345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016576"
"1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009899"
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019686"
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000137"
"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001331"
"1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018104"
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009370"
"1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006932"
"1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022794"
"1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011738"
"1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003367"
"1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010845"
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020738"
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006605"
"1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006775"
"1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000411"
"1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017004"
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018704"
"1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013319"
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019344"
"1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015328"
"1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010552"
"1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015411"
"1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012980"
"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015646"
"1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017474"
"1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000388"
"1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021516"
"1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002632"
"1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004745"
"1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012641"
"1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000122"
"1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010066"
"1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009688"
"1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018489"
"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009537"
"1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011604"
"1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044436"
"1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015507"
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009314"
"1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00189954"
"1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007836"
"1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013409"
"1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007303"
"1389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020778"
"1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015132"
"1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007136"
"1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017098"
"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009342"
"1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008622"
"1395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007042"
"1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001840"
"1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013699"
"1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004827"
"1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005008"
"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007463"
"1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013209"
"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016009"
"1403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001561"
"1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004701"
"1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006528"
"1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003759"
"1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020700"
"1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000657"
"1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019606"
"1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004352"
"1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007979"
"1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015549"
"1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000175"
"1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012299"
"1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006393"
"1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022642"
"1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004354"
"1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001477"
"1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018786"
"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019971"
"1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011522"
"1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007256"
"1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001597"
"1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004095"
"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019611"
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006384"
"1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011642"
"1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003155"
"1429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016779"
"1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017766"
"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008882"
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00206389"
"1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010062"
"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012405"
"1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019153"
"1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001041"
"1437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003864"
"1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018286"
"1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008218"
"1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022749"
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006474"
"1442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004078"
"1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004984"
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000732"
"1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017864"
"1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013383"
"1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010726"
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011614"
"1449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019118"
"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013347"
"1451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008824"
"1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021658"
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007705"
"1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004214"
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009778"
"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018294"
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006977"
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011820"
"1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003036"
"1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012888"
"1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019158"
"1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008774"
"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007105"
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002068"
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003083"
"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007332"
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001391"
"1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010671"
"1469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018701"
"1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003161"
"1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007282"
"1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021420"
"1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000781"
"1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003661"
"1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020375"
"1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008822"
"1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008915"
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016238"
"1479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003901"
"1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007978"
"1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020216"
"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019547"
"1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011605"
"1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017085"
"1485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021763"
"1486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006720"
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018483"
"1488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00005059"
"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009583"
"1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007433"
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012546"
"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016823"
"1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008526"
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011501"
"1495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010690"
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002076"
"1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020630"
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015180"
"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018269"
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010687"
"1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019938"
"1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020994"
"1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018892"
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019381"
"1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006607"
"1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00002079"
"1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019628"
"1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015171"
"1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022669"
"1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015587"
"1511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015538"
"1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004750"
"1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000715"
"1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004392"
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000703"
"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044500"
"1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004319"
"1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008686"
"1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000064"
"1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011011"
"1521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000712"
"1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001511"
"1523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007969"
"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004317"
"1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006352"
"1526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012301"
"1527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00023497"
"1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000249"
"1529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013241"
"1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021153"
"1531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022127"
"1532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008959"
"1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019427"
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022141"
"1535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009773"
"1536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00009820"
"1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003136"
"1538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000896"
"1539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017648"
"1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011267"
"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00014017"
"1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00012879"
"1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001869"
"1544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044072"
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020031"
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001088"
"1547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006556"
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011892"
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00020290"
"1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011908"
"1551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017986"
"1552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00016013"
"1553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000459"
"1554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00022310"
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00006704"
"1556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015778"
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00019799"
"1558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000274"
"1559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00001569"
"1560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00013011"
"1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00018689"
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00045486"
"1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015011"
"1564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010149"
"1565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015905"
