	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00043998	5.86629853963024	4.65784115957814	6.20965604306792	1.81722885819307	4.99088275505824	5.47096303635725	7.86559471459967	4.2633216241982
WBGene00044001	113.806191668827	107.130346670297	131.023742508733	87.2269851932675	139.744717141631	129.114727658031	97.0090014800627	109.141033579474
WBGene00044006	21.1186747426689	11.6446028989454	21.1128305464309	17.2636741528342	40.9252385914776	20.7896595381576	31.4623788583987	11.0846362229153
WBGene00044007	86.8212183865275	118.774949569243	82.5884253728034	83.5925274768813	71.8687116728386	95.1947568326162	107.496461099529	49.4545308406992
WBGene00044008	53.9699465645982	61.7163953644104	77.6207005383491	59.0599378912749	64.8814758157571	77.687675116273	51.1263656448979	54.570516789737
WBGene00044019	103.246854297492	116.446028989454	115.499602401063	103.582044917005	100.815831652176	146.621809374374	137.647907505494	81.0031108597659
WBGene00044025	163.083099401721	163.024440585235	150.273676242244	124.480176786225	116.786656468363	133.491498087117	148.135367124961	150.921585496616
WBGene00044026	190.06807268402	172.340122904391	193.741268543719	180.814271390211	175.67907297805	226.49786970519	192.707070507692	163.711550369211
WBGene00044029	2.34651941585209	2.32892057978907	3.10482802153396	1.81722885819307	0.998176551011648	4.3767704290858	2.62186490486656	1.70532864967928
WBGene00044032	3.51977912377814	2.32892057978907	3.10482802153396	3.63445771638614	4.99088275505824	9.84773346544305	2.62186490486656	5.11598594903785
WBGene00044034	25.811713574373	5.82230144947268	14.903174503363	6.36030100367575	19.963531020233	8.7535408581716	10.4874596194662	10.2319718980757
WBGene00044035	11.7325970792605	33.7693484069415	10.5564152732155	19.0809030110273	6.98723585708153	16.4128891090718	31.4623788583987	17.9059508216325
WBGene00044047	5.86629853963024	2.32892057978907	5.58869043876113	0	3.99270620404659	5.47096303635725	2.62186490486656	0.852664324839641
WBGene00044049	45.7571286091158	52.4007130452541	55.8869043876113	59.9685523203714	45.9161213465358	51.4270525417582	40.6389060254317	34.9592373184253
WBGene00044061	186.548293560242	163.024440585235	234.724998427968	165.36782609557	228.582430181667	183.824358021604	166.488421459026	195.260130388278
WBGene00044063	49.276907732894	46.5784115957814	57.1288355962249	39.0704204511511	49.9088275505824	47.0502821126724	47.193568287598	46.8965378661803
WBGene00044065	138.444645535274	98.9791246410356	145.926917012096	154.464452946411	135.752010937584	153.186965018003	100.941798837362	140.689613598541
